moods,time_segment,city,state,time_zone,temperature_f,weather,profile_id,drink_name,drink_notes
calm|bored|angry,evening,Anaheim,CA,America/Los_Angeles,48,fog,tea_floral,Chamomile vanilla steam,Chamomile; vanilla bean; and warm milk.
happy|calm,morning,Fort Worth,TX,America/Chicago,70,clear,sparkling_refresh,Sunrise espresso tonic,Double espresso; tonic; orange peel; and rosemary mist.
calm|curious|happy,afternoon,Irvine,CA,America/Los_Angeles,66,mostly clear,tea_floral,Coconut jasmine cooler,Jasmine tea; coconut water; and yuzu.
motivated|lonely,afternoon,Omaha,NE,America/Chicago,58,clear,cold_brew_refresh,Iced oat americano,Espresso; water; and a splash of oat milk.
tired,evening,Tampa,FL,America/New_York,62,rain,tea_floral,Cocoa hush steamer,Cocoa; brown sugar; cinnamon; and warm almond milk.
numb|sad,afternoon,Omaha,NE,America/Chicago,59,fog,cacao_comfort,Cocoa oat,Cocoa; oat milk; and a hint of salt.
numb|stressed|restless,evening,Riverside,CA,America/Los_Angeles,43,fog,house_blend,Quiet chamomile,Chamomile tea with soft honey.
restless|calm,afternoon,Tampa,FL,America/New_York,68,overcast,espresso_bold,Minted espresso shaker,Espresso; mint; and lightly sweetened milk.
stressed,morning,Denver,CO,America/Denver,51,drizzle,house_blend,Clean shot cortado,Ristretto; silky milk; and a hint of cacao nib.
restless|hopeful|calm,afternoon,Stockton,CA,America/Los_Angeles,48,fog,espresso_bold,Minted espresso shaker,Espresso; mint; and lightly sweetened milk.
numb|hopeful|calm,morning,Colorado Springs,CO,America/Denver,54,overcast,espresso_smooth,Warm vanilla latte,Espresso; vanilla; and steamed milk.
bored|anxious|happy,afternoon,Irvine,CA,America/Los_Angeles,84,clear,espresso_bold,Sparkling yuzu espresso,Espresso; yuzu soda; and mint.
numb|gloomy,evening,Baltimore,MD,America/New_York,55,drizzle,house_blend,Quiet chamomile,Chamomile tea with soft honey.
curious|bored,morning,Orlando,FL,America/New_York,57,showers,house_blend,Cardamom cortado,Espresso; milk; and cardamom.
lonely|calm,morning,Denver,CO,America/Denver,52,mostly clear,house_blend,Vanilla oat cappuccino,Espresso; oat milk foam; and vanilla bean.
sad|bored,morning,Anchorage,AK,America/Anchorage,50,drizzle,cacao_comfort,Soft cacao mocha,Espresso; cocoa; vanilla; and warm milk.
tired|hopeful,afternoon,Toledo,OH,America/New_York,64,overcast,tea_floral,Maple chai blanket,Black tea; chai spice; maple; and vanilla cream.
curious|bored|restless,evening,Lexington,KY,America/New_York,63,showers,espresso_smooth,Black sesame latte,Espresso; black sesame; and steamed milk.
anxious,morning,Philadelphia,PA,America/New_York,76,mixed conditions,tea_floral,Ginger citrus tea,Black tea; ginger; lemon; and a touch of honey.
gloomy,morning,Atlanta,GA,America/New_York,58,rain,cacao_comfort,Mocha drizzle,Espresso; cocoa; and dark sugar.
restless|happy|gloomy,morning,Memphis,TN,America/Chicago,48,fog,cold_brew_refresh,Bright lime cold brew,Cold brew; lime; and a touch of agave.
gloomy|tired|bored,afternoon,Kansas City,MO,America/Chicago,49,drizzle,espresso_smooth,Maple oat latte,Espresso; oat milk; and maple syrup.
hopeful,evening,Arlington,TX,America/Chicago,52,overcast,espresso_smooth,Lavender honey latte,Espresso; lavender; and honey.
curious|tired,evening,Omaha,NE,America/Chicago,74,thunderstorm,espresso_smooth,Black sesame latte,Espresso; black sesame; and steamed milk.
bored|tired|gloomy,afternoon,Toledo,OH,America/New_York,62,overcast,espresso_bold,Sparkling yuzu espresso,Espresso; yuzu soda; and mint.
anxious|curious,morning,Fresno,CA,America/Los_Angeles,53,fog,tea_floral,Ginger citrus tea,Black tea; ginger; lemon; and a touch of honey.
calm|restless|stressed,evening,Arlington,TX,America/Chicago,69,overcast,tea_floral,Chamomile vanilla steam,Chamomile; vanilla bean; and warm milk.
bored|gloomy,afternoon,Chula Vista,CA,America/Los_Angeles,75,clear,espresso_bold,Sparkling yuzu espresso,Espresso; yuzu soda; and mint.
calm|tired,morning,Orlando,FL,America/New_York,45,drizzle,house_blend,Lavender oat flat white,Oat milk flat white with lavender and vanilla.
sad,afternoon,Riverside,CA,America/Los_Angeles,70,thunderstorm,espresso_smooth,Honey oat latte,Espresso; oat milk; and a slow drizzle of honey.
hopeful|numb|calm,morning,New Orleans,LA,America/Chicago,63,rain,matcha_creamy,Citrus matcha,Matcha; lemon; and oat milk.
calm,morning,San Antonio,TX,America/Chicago,58,showers,house_blend,Lavender oat flat white,Oat milk flat white with lavender and vanilla.
bored,evening,Mesa,AZ,America/Phoenix,62,mixed conditions,espresso_smooth,Black sesame latte,Espresso; black sesame; and steamed milk.
angry|bored|happy,morning,Fort Wayne,IN,America/Indiana/Indianapolis,59,drizzle,cold_brew_refresh,Spiced cacao espresso,Espresso; cacao; ancho chili; and smoked sea salt.
anxious|sad|hopeful,evening,Greensboro,NC,America/New_York,58,showers,house_blend,Warm almond cacao,Cacao; almond milk; and a pinch of cinnamon.
calm,evening,Nashville,TN,America/Chicago,40,snow,tea_floral,Chamomile vanilla steam,Chamomile; vanilla bean; and warm milk.
happy,morning,Indianapolis,IN,America/Indiana/Indianapolis,63,mostly clear,sparkling_refresh,Sunrise espresso tonic,Double espresso; tonic; orange peel; and rosemary mist.
anxious|hopeful,evening,Nashville,TN,America/Chicago,78,thunderstorm,house_blend,Warm almond cacao,Cacao; almond milk; and a pinch of cinnamon.
calm|sad,afternoon,Colorado Springs,CO,America/Denver,31,snow,tea_floral,Coconut jasmine cooler,Jasmine tea; coconut water; and yuzu.
angry|anxious|motivated,afternoon,Portland,OR,America/Los_Angeles,75,thunderstorm,sparkling_refresh,Hibiscus nitro fizz,Nitro cold brew; hibiscus; berry shrub; and soda.
happy|restless|calm,morning,Orlando,FL,America/New_York,71,thunderstorm,sparkling_refresh,Sunrise espresso tonic,Double espresso; tonic; orange peel; and rosemary mist.
restless|happy|sad,morning,Las Vegas,NV,America/Los_Angeles,55,drizzle,cold_brew_refresh,Bright lime cold brew,Cold brew; lime; and a touch of agave.
lonely,evening,Colorado Springs,CO,America/Denver,60,rain,cacao_comfort,Cocoa comfort,Cocoa; warm milk; and a pinch of cinnamon.
angry|numb|anxious,afternoon,Dallas,TX,America/Chicago,72,mixed conditions,sparkling_refresh,Hibiscus nitro fizz,Nitro cold brew; hibiscus; berry shrub; and soda.
gloomy|angry|sad,morning,Fort Wayne,IN,America/Indiana/Indianapolis,50,rain,cacao_comfort,Mocha drizzle,Espresso; cocoa; and dark sugar.
calm|tired|gloomy,morning,Columbus,OH,America/New_York,53,drizzle,house_blend,Lavender oat flat white,Oat milk flat white with lavender and vanilla.
bored|anxious,afternoon,Houston,TX,America/Chicago,64,showers,espresso_bold,Sparkling yuzu espresso,Espresso; yuzu soda; and mint.
calm|stressed,evening,Toledo,OH,America/New_York,63,rain,tea_floral,Chamomile vanilla steam,Chamomile; vanilla bean; and warm milk.
bored,evening,Boston,MA,America/New_York,63,overcast,espresso_smooth,Black sesame latte,Espresso; black sesame; and steamed milk.
bored,morning,San Diego,CA,America/Los_Angeles,53,showers,matcha_creamy,Tropical iced matcha,Matcha; coconut milk; pineapple; and lime zest.
gloomy|angry|lonely,evening,Wichita,KS,America/Chicago,51,showers,house_blend,Smoky cacao,Cacao; smoked salt; and warm milk.
anxious|gloomy,morning,Boston,MA,America/New_York,61,mostly clear,tea_floral,Ginger citrus tea,Black tea; ginger; lemon; and a touch of honey.
hopeful|angry|numb,afternoon,Bakersfield,CA,America/Los_Angeles,46,fog,tea_floral,Sparkling peach tea,White tea; peach; and soda.
angry,evening,Plano,TX,America/Chicago,74,thunderstorm,espresso_smooth,Miso caramel latte,Espresso; miso caramel; and velvety oat milk.
calm|tired|bored,evening,Lexington,KY,America/New_York,70,mixed conditions,tea_floral,Chamomile vanilla steam,Chamomile; vanilla bean; and warm milk.
motivated|hopeful,morning,Cincinnati,OH,America/New_York,54,drizzle,house_blend,Straight shot macchiato,Espresso with a spoon of foam.
bored,morning,Memphis,TN,America/Chicago,36,snow,matcha_creamy,Tropical iced matcha,Matcha; coconut milk; pineapple; and lime zest.
anxious|sad,morning,Omaha,NE,America/Chicago,55,fog,tea_floral,Ginger citrus tea,Black tea; ginger; lemon; and a touch of honey.
angry|restless|curious,evening,Newark,NJ,America/New_York,62,thunderstorm,espresso_smooth,Miso caramel latte,Espresso; miso caramel; and velvety oat milk.
tired,morning,Miami,FL,America/New_York,65,overcast,espresso_smooth,Toasted hazelnut latte,Espresso; steamed oat milk; hazelnut; and cinnamon dust.
stressed,morning,Pittsburgh,PA,America/New_York,44,snow,house_blend,Clean shot cortado,Ristretto; silky milk; and a hint of cacao nib.
hopeful|angry,morning,Sacramento,CA,America/Los_Angeles,32,snow,matcha_creamy,Citrus matcha,Matcha; lemon; and oat milk.
hopeful,afternoon,Boston,MA,America/New_York,65,clear,tea_floral,Sparkling peach tea,White tea; peach; and soda.
curious|angry|bored,evening,Atlanta,GA,America/New_York,67,mixed conditions,espresso_smooth,Black sesame latte,Espresso; black sesame; and steamed milk.
sad|bored,morning,St. Louis,MO,America/Chicago,65,overcast,cacao_comfort,Soft cacao mocha,Espresso; cocoa; vanilla; and warm milk.
calm|sad|happy,evening,Boston,MA,America/New_York,48,fog,tea_floral,Chamomile vanilla steam,Chamomile; vanilla bean; and warm milk.
happy|stressed,afternoon,New York,NY,America/New_York,35,snow,sparkling_refresh,Citrus cold brew spritz,Cold brew; grapefruit soda; honey; and a twist of lime.
calm|curious|numb,morning,Aurora,CO,America/Denver,55,rain,house_blend,Lavender oat flat white,Oat milk flat white with lavender and vanilla.
sad|stressed|bored,afternoon,San Francisco,CA,America/Los_Angeles,76,thunderstorm,espresso_smooth,Honey oat latte,Espresso; oat milk; and a slow drizzle of honey.
curious|restless|sad,evening,Durham,NC,America/New_York,53,showers,espresso_smooth,Black sesame latte,Espresso; black sesame; and steamed milk.
hopeful|numb|bored,evening,Lincoln,NE,America/Chicago,46,fog,espresso_smooth,Lavender honey latte,Espresso; lavender; and honey.
calm,evening,Colorado Springs,CO,America/Denver,31,snow,tea_floral,Chamomile vanilla steam,Chamomile; vanilla bean; and warm milk.
stressed|gloomy|calm,evening,Lincoln,NE,America/Chicago,37,snow,tea_floral,Jasmine clarity latte,Jasmine tea concentrate; milk; and a whisper of honey.
gloomy,morning,Jacksonville,FL,America/New_York,54,rain,cacao_comfort,Mocha drizzle,Espresso; cocoa; and dark sugar.
gloomy|hopeful,afternoon,Houston,TX,America/Chicago,76,clear,espresso_smooth,Maple oat latte,Espresso; oat milk; and maple syrup.
bored|anxious,evening,Los Angeles,CA,America/Los_Angeles,44,snow,espresso_smooth,Black sesame latte,Espresso; black sesame; and steamed milk.
calm|bored,evening,Chula Vista,CA,America/Los_Angeles,47,drizzle,tea_floral,Chamomile vanilla steam,Chamomile; vanilla bean; and warm milk.
stressed|numb,evening,New York,NY,America/New_York,66,thunderstorm,tea_floral,Jasmine clarity latte,Jasmine tea concentrate; milk; and a whisper of honey.
gloomy|angry|motivated,evening,Phoenix,AZ,America/Phoenix,68,thunderstorm,house_blend,Smoky cacao,Cacao; smoked salt; and warm milk.
calm,afternoon,Columbus,OH,America/New_York,56,clear,tea_floral,Coconut jasmine cooler,Jasmine tea; coconut water; and yuzu.
hopeful,afternoon,Nashville,TN,America/Chicago,64,mixed conditions,tea_floral,Sparkling peach tea,White tea; peach; and soda.
anxious,afternoon,Washington,DC,America/New_York,40,fog,espresso_smooth,Rosey oat latte,Espresso; oat milk; rose syrup; and cardamom.
sad|tired,morning,Oklahoma City,OK,America/Chicago,69,thunderstorm,cacao_comfort,Soft cacao mocha,Espresso; cocoa; vanilla; and warm milk.
happy|hopeful|curious,afternoon,San Jose,CA,America/Los_Angeles,80,mixed conditions,sparkling_refresh,Citrus cold brew spritz,Cold brew; grapefruit soda; honey; and a twist of lime.
stressed|tired|hopeful,afternoon,Cincinnati,OH,America/New_York,47,drizzle,tea_floral,Black tea tonic,Assam tea; tonic; lemon; and a touch of sage.
hopeful,afternoon,Tulsa,OK,America/Chicago,55,clear,tea_floral,Sparkling peach tea,White tea; peach; and soda.
calm|bored|restless,afternoon,Bakersfield,CA,America/Los_Angeles,75,thunderstorm,tea_floral,Coconut jasmine cooler,Jasmine tea; coconut water; and yuzu.
stressed|calm,evening,Tulsa,OK,America/Chicago,50,rain,tea_floral,Jasmine clarity latte,Jasmine tea concentrate; milk; and a whisper of honey.
restless,afternoon,Mesa,AZ,America/Phoenix,72,clear,espresso_bold,Minted espresso shaker,Espresso; mint; and lightly sweetened milk.
gloomy,evening,Baltimore,MD,America/New_York,52,rain,house_blend,Smoky cacao,Cacao; smoked salt; and warm milk.
calm|stressed|angry,afternoon,Mesa,AZ,America/Phoenix,53,overcast,tea_floral,Coconut jasmine cooler,Jasmine tea; coconut water; and yuzu.
hopeful|angry|motivated,afternoon,Miami,FL,America/New_York,56,rain,tea_floral,Sparkling peach tea,White tea; peach; and soda.
curious,morning,Stockton,CA,America/Los_Angeles,52,rain,house_blend,Cardamom cortado,Espresso; milk; and cardamom.
anxious,evening,Minneapolis,MN,America/Chicago,59,showers,house_blend,Warm almond cacao,Cacao; almond milk; and a pinch of cinnamon.
motivated|lonely,morning,Milwaukee,WI,America/Chicago,77,thunderstorm,house_blend,Straight shot macchiato,Espresso with a spoon of foam.
hopeful,afternoon,Dallas,TX,America/Chicago,50,overcast,tea_floral,Sparkling peach tea,White tea; peach; and soda.
angry|calm|gloomy,afternoon,Louisville,KY,America/New_York,49,rain,sparkling_refresh,Hibiscus nitro fizz,Nitro cold brew; hibiscus; berry shrub; and soda.
angry|happy|stressed,evening,Pittsburgh,PA,America/New_York,64,showers,espresso_smooth,Miso caramel latte,Espresso; miso caramel; and velvety oat milk.
hopeful|curious|restless,evening,Sacramento,CA,America/Los_Angeles,56,rain,espresso_smooth,Lavender honey latte,Espresso; lavender; and honey.
numb|angry|happy,evening,Austin,TX,America/Chicago,55,drizzle,house_blend,Quiet chamomile,Chamomile tea with soft honey.
gloomy|happy|calm,evening,Omaha,NE,America/Chicago,61,mostly clear,house_blend,Smoky cacao,Cacao; smoked salt; and warm milk.
angry|numb,morning,San Diego,CA,America/Los_Angeles,79,thunderstorm,cold_brew_refresh,Spiced cacao espresso,Espresso; cacao; ancho chili; and smoked sea salt.
motivated,morning,Pittsburgh,PA,America/New_York,43,drizzle,house_blend,Straight shot macchiato,Espresso with a spoon of foam.
stressed|angry|tired,afternoon,Denver,CO,America/Denver,62,showers,tea_floral,Black tea tonic,Assam tea; tonic; lemon; and a touch of sage.
motivated|lonely,morning,Omaha,NE,America/Chicago,62,clear,house_blend,Straight shot macchiato,Espresso with a spoon of foam.
tired|bored,afternoon,Stockton,CA,America/Los_Angeles,55,fog,tea_floral,Maple chai blanket,Black tea; chai spice; maple; and vanilla cream.
tired|curious|happy,evening,Santa Ana,CA,America/Los_Angeles,55,drizzle,tea_floral,Cocoa hush steamer,Cocoa; brown sugar; cinnamon; and warm almond milk.
numb,evening,Chicago,IL,America/Chicago,61,mostly clear,house_blend,Quiet chamomile,Chamomile tea with soft honey.
tired|happy,afternoon,Riverside,CA,America/Los_Angeles,80,mixed conditions,tea_floral,Maple chai blanket,Black tea; chai spice; maple; and vanilla cream.
numb,morning,Miami,FL,America/New_York,64,showers,espresso_smooth,Warm vanilla latte,Espresso; vanilla; and steamed milk.
anxious,afternoon,Portland,OR,America/Los_Angeles,67,mixed conditions,espresso_smooth,Rosey oat latte,Espresso; oat milk; rose syrup; and cardamom.
numb,afternoon,Arlington,TX,America/Chicago,68,overcast,cacao_comfort,Cocoa oat,Cocoa; oat milk; and a hint of salt.
stressed|bored,afternoon,Lexington,KY,America/New_York,68,mostly clear,tea_floral,Black tea tonic,Assam tea; tonic; lemon; and a touch of sage.
bored|calm|tired,afternoon,Tucson,AZ,America/Phoenix,74,thunderstorm,espresso_bold,Sparkling yuzu espresso,Espresso; yuzu soda; and mint.
bored|hopeful|anxious,afternoon,Santa Ana,CA,America/Los_Angeles,33,snow,espresso_bold,Sparkling yuzu espresso,Espresso; yuzu soda; and mint.
gloomy,morning,Houston,TX,America/Chicago,65,thunderstorm,cacao_comfort,Mocha drizzle,Espresso; cocoa; and dark sugar.
numb|happy,morning,Bakersfield,CA,America/Los_Angeles,64,mixed conditions,espresso_smooth,Warm vanilla latte,Espresso; vanilla; and steamed milk.
motivated|hopeful,afternoon,Corpus Christi,TX,America/Chicago,75,thunderstorm,cold_brew_refresh,Iced oat americano,Espresso; water; and a splash of oat milk.
calm|angry,afternoon,Houston,TX,America/Chicago,52,drizzle,tea_floral,Coconut jasmine cooler,Jasmine tea; coconut water; and yuzu.
hopeful,morning,San Jose,CA,America/Los_Angeles,49,drizzle,matcha_creamy,Citrus matcha,Matcha; lemon; and oat milk.
happy|motivated|numb,evening,Plano,TX,America/Chicago,45,rain,matcha_creamy,Golden matcha cloud,Matcha; oat milk; turmeric; and a salted honey cap.
gloomy,afternoon,Irvine,CA,America/Los_Angeles,75,thunderstorm,espresso_smooth,Maple oat latte,Espresso; oat milk; and maple syrup.
hopeful|motivated|tired,evening,Arlington,TX,America/Chicago,43,snow,espresso_smooth,Lavender honey latte,Espresso; lavender; and honey.
restless|calm|bored,afternoon,Columbus,OH,America/New_York,52,overcast,espresso_bold,Minted espresso shaker,Espresso; mint; and lightly sweetened milk.
curious,afternoon,Fort Worth,TX,America/Chicago,68,mixed conditions,cold_brew_refresh,Yuzu cold brew,Cold brew; yuzu; and sparkling water.
motivated,afternoon,Tulsa,OK,America/Chicago,47,fog,cold_brew_refresh,Iced oat americano,Espresso; water; and a splash of oat milk.
sad|tired|angry,morning,Pittsburgh,PA,America/New_York,49,rain,cacao_comfort,Soft cacao mocha,Espresso; cocoa; vanilla; and warm milk.
angry|tired,evening,St. Paul,MN,America/Chicago,52,drizzle,espresso_smooth,Miso caramel latte,Espresso; miso caramel; and velvety oat milk.
angry,afternoon,Chicago,IL,America/Chicago,74,clear,sparkling_refresh,Hibiscus nitro fizz,Nitro cold brew; hibiscus; berry shrub; and soda.
angry|happy|stressed,evening,Tulsa,OK,America/Chicago,50,showers,espresso_smooth,Miso caramel latte,Espresso; miso caramel; and velvety oat milk.
happy|anxious,evening,Charlotte,NC,America/New_York,74,clear,matcha_creamy,Golden matcha cloud,Matcha; oat milk; turmeric; and a salted honey cap.
bored|stressed|tired,afternoon,Tulsa,OK,America/Chicago,63,mixed conditions,espresso_bold,Sparkling yuzu espresso,Espresso; yuzu soda; and mint.
stressed,morning,Philadelphia,PA,America/New_York,38,snow,house_blend,Clean shot cortado,Ristretto; silky milk; and a hint of cacao nib.
angry|lonely,morning,Bakersfield,CA,America/Los_Angeles,72,mixed conditions,cold_brew_refresh,Spiced cacao espresso,Espresso; cacao; ancho chili; and smoked sea salt.
hopeful|curious|angry,morning,Durham,NC,America/New_York,50,overcast,matcha_creamy,Citrus matcha,Matcha; lemon; and oat milk.
stressed,evening,Omaha,NE,America/Chicago,42,drizzle,tea_floral,Jasmine clarity latte,Jasmine tea concentrate; milk; and a whisper of honey.
gloomy|happy|curious,morning,Orlando,FL,America/New_York,49,drizzle,cacao_comfort,Mocha drizzle,Espresso; cocoa; and dark sugar.
numb|sad,evening,Cleveland,OH,America/New_York,34,snow,house_blend,Quiet chamomile,Chamomile tea with soft honey.
anxious,morning,Portland,OR,America/Los_Angeles,36,snow,tea_floral,Ginger citrus tea,Black tea; ginger; lemon; and a touch of honey.
angry|numb|hopeful,afternoon,Oklahoma City,OK,America/Chicago,64,thunderstorm,sparkling_refresh,Hibiscus nitro fizz,Nitro cold brew; hibiscus; berry shrub; and soda.
numb|motivated|hopeful,afternoon,Durham,NC,America/New_York,75,thunderstorm,cacao_comfort,Cocoa oat,Cocoa; oat milk; and a hint of salt.
anxious,evening,Raleigh,NC,America/New_York,72,thunderstorm,house_blend,Warm almond cacao,Cacao; almond milk; and a pinch of cinnamon.
gloomy,afternoon,Toledo,OH,America/New_York,76,thunderstorm,espresso_smooth,Maple oat latte,Espresso; oat milk; and maple syrup.
sad|angry|stressed,morning,New Orleans,LA,America/Chicago,57,fog,cacao_comfort,Soft cacao mocha,Espresso; cocoa; vanilla; and warm milk.
calm|lonely,afternoon,Seattle,WA,America/Los_Angeles,59,overcast,tea_floral,Coconut jasmine cooler,Jasmine tea; coconut water; and yuzu.
curious|calm,afternoon,Cincinnati,OH,America/New_York,82,clear,cold_brew_refresh,Yuzu cold brew,Cold brew; yuzu; and sparkling water.
stressed|calm,morning,Plano,TX,America/Chicago,40,fog,house_blend,Clean shot cortado,Ristretto; silky milk; and a hint of cacao nib.
numb,morning,New York,NY,America/New_York,66,thunderstorm,espresso_smooth,Warm vanilla latte,Espresso; vanilla; and steamed milk.
tired|happy|angry,morning,Tampa,FL,America/New_York,73,clear,espresso_smooth,Toasted hazelnut latte,Espresso; steamed oat milk; hazelnut; and cinnamon dust.
lonely,afternoon,Anchorage,AK,America/Anchorage,46,fog,espresso_smooth,Honey almond latte,Espresso; almond milk; and soft honey.
gloomy|curious|tired,afternoon,Omaha,NE,America/Chicago,68,thunderstorm,espresso_smooth,Maple oat latte,Espresso; oat milk; and maple syrup.
sad|restless,afternoon,New York,NY,America/New_York,43,fog,espresso_smooth,Honey oat latte,Espresso; oat milk; and a slow drizzle of honey.
happy|stressed,morning,Stockton,CA,America/Los_Angeles,68,mostly clear,sparkling_refresh,Sunrise espresso tonic,Double espresso; tonic; orange peel; and rosemary mist.
gloomy|numb|stressed,morning,Denver,CO,America/Denver,67,thunderstorm,cacao_comfort,Mocha drizzle,Espresso; cocoa; and dark sugar.
sad|restless,afternoon,Chula Vista,CA,America/Los_Angeles,62,mostly clear,espresso_smooth,Honey oat latte,Espresso; oat milk; and a slow drizzle of honey.
happy,morning,Riverside,CA,America/Los_Angeles,82,clear,sparkling_refresh,Sunrise espresso tonic,Double espresso; tonic; orange peel; and rosemary mist.
restless,afternoon,Fort Worth,TX,America/Chicago,73,clear,espresso_bold,Minted espresso shaker,Espresso; mint; and lightly sweetened milk.
angry|anxious|bored,afternoon,Las Vegas,NV,America/Los_Angeles,59,mostly clear,sparkling_refresh,Hibiscus nitro fizz,Nitro cold brew; hibiscus; berry shrub; and soda.
calm|restless,afternoon,Louisville,KY,America/New_York,45,rain,tea_floral,Coconut jasmine cooler,Jasmine tea; coconut water; and yuzu.
stressed|angry,afternoon,San Diego,CA,America/Los_Angeles,57,fog,tea_floral,Black tea tonic,Assam tea; tonic; lemon; and a touch of sage.
motivated,morning,Orlando,FL,America/New_York,55,showers,house_blend,Straight shot macchiato,Espresso with a spoon of foam.
angry|calm|bored,afternoon,Newark,NJ,America/New_York,47,showers,sparkling_refresh,Hibiscus nitro fizz,Nitro cold brew; hibiscus; berry shrub; and soda.
restless|motivated|calm,morning,Houston,TX,America/Chicago,50,drizzle,cold_brew_refresh,Bright lime cold brew,Cold brew; lime; and a touch of agave.
anxious|stressed|curious,evening,San Diego,CA,America/Los_Angeles,55,rain,house_blend,Warm almond cacao,Cacao; almond milk; and a pinch of cinnamon.
happy,afternoon,Los Angeles,CA,America/Los_Angeles,62,showers,sparkling_refresh,Citrus cold brew spritz,Cold brew; grapefruit soda; honey; and a twist of lime.
curious,afternoon,Louisville,KY,America/New_York,56,rain,cold_brew_refresh,Yuzu cold brew,Cold brew; yuzu; and sparkling water.
curious|happy|motivated,morning,Cincinnati,OH,America/New_York,76,clear,house_blend,Cardamom cortado,Espresso; milk; and cardamom.
lonely|angry|motivated,evening,Newark,NJ,America/New_York,34,snow,cacao_comfort,Cocoa comfort,Cocoa; warm milk; and a pinch of cinnamon.
anxious|calm,morning,Oakland,CA,America/Los_Angeles,55,fog,tea_floral,Ginger citrus tea,Black tea; ginger; lemon; and a touch of honey.
hopeful|numb,morning,Omaha,NE,America/Chicago,80,clear,matcha_creamy,Citrus matcha,Matcha; lemon; and oat milk.
hopeful|motivated,evening,Bakersfield,CA,America/Los_Angeles,40,snow,espresso_smooth,Lavender honey latte,Espresso; lavender; and honey.
calm,morning,Toledo,OH,America/New_York,59,showers,house_blend,Lavender oat flat white,Oat milk flat white with lavender and vanilla.
happy,afternoon,New Orleans,LA,America/Chicago,63,overcast,sparkling_refresh,Citrus cold brew spritz,Cold brew; grapefruit soda; honey; and a twist of lime.
stressed|curious|happy,afternoon,Raleigh,NC,America/New_York,68,mixed conditions,tea_floral,Black tea tonic,Assam tea; tonic; lemon; and a touch of sage.
calm,afternoon,Cincinnati,OH,America/New_York,64,clear,tea_floral,Coconut jasmine cooler,Jasmine tea; coconut water; and yuzu.
angry,evening,New Orleans,LA,America/Chicago,59,mostly clear,espresso_smooth,Miso caramel latte,Espresso; miso caramel; and velvety oat milk.
sad|calm,afternoon,Kansas City,MO,America/Chicago,37,snow,espresso_smooth,Honey oat latte,Espresso; oat milk; and a slow drizzle of honey.
calm|gloomy,afternoon,Detroit,MI,America/Detroit,51,showers,tea_floral,Coconut jasmine cooler,Jasmine tea; coconut water; and yuzu.
calm|restless,afternoon,Anaheim,CA,America/Los_Angeles,52,drizzle,tea_floral,Coconut jasmine cooler,Jasmine tea; coconut water; and yuzu.
sad|calm|hopeful,morning,Corpus Christi,TX,America/Chicago,57,overcast,cacao_comfort,Soft cacao mocha,Espresso; cocoa; vanilla; and warm milk.
calm,morning,San Jose,CA,America/Los_Angeles,49,drizzle,house_blend,Lavender oat flat white,Oat milk flat white with lavender and vanilla.
hopeful|bored,evening,Lexington,KY,America/New_York,67,thunderstorm,espresso_smooth,Lavender honey latte,Espresso; lavender; and honey.
anxious|stressed,afternoon,Atlanta,GA,America/New_York,69,mostly clear,espresso_smooth,Rosey oat latte,Espresso; oat milk; rose syrup; and cardamom.
tired,morning,Indianapolis,IN,America/Indiana/Indianapolis,62,mostly clear,espresso_smooth,Toasted hazelnut latte,Espresso; steamed oat milk; hazelnut; and cinnamon dust.
tired,morning,Louisville,KY,America/New_York,53,fog,espresso_smooth,Toasted hazelnut latte,Espresso; steamed oat milk; hazelnut; and cinnamon dust.
lonely|sad,morning,Honolulu,HI,Pacific/Honolulu,58,overcast,house_blend,Vanilla oat cappuccino,Espresso; oat milk foam; and vanilla bean.
happy|angry,evening,Lexington,KY,America/New_York,51,mostly clear,matcha_creamy,Golden matcha cloud,Matcha; oat milk; turmeric; and a salted honey cap.
bored,evening,Newark,NJ,America/New_York,74,mixed conditions,espresso_smooth,Black sesame latte,Espresso; black sesame; and steamed milk.
angry|anxious,morning,Lexington,KY,America/New_York,48,rain,cold_brew_refresh,Spiced cacao espresso,Espresso; cacao; ancho chili; and smoked sea salt.
angry,evening,Irvine,CA,America/Los_Angeles,69,overcast,espresso_smooth,Miso caramel latte,Espresso; miso caramel; and velvety oat milk.
numb|restless,afternoon,Greensboro,NC,America/New_York,59,fog,cacao_comfort,Cocoa oat,Cocoa; oat milk; and a hint of salt.
curious|calm,morning,Aurora,CO,America/Denver,42,fog,house_blend,Cardamom cortado,Espresso; milk; and cardamom.
hopeful|curious,morning,Stockton,CA,America/Los_Angeles,72,thunderstorm,matcha_creamy,Citrus matcha,Matcha; lemon; and oat milk.
bored|numb|hopeful,evening,New York,NY,America/New_York,56,fog,espresso_smooth,Black sesame latte,Espresso; black sesame; and steamed milk.
curious|calm,afternoon,Houston,TX,America/Chicago,61,showers,cold_brew_refresh,Yuzu cold brew,Cold brew; yuzu; and sparkling water.
angry|anxious|curious,evening,Irvine,CA,America/Los_Angeles,56,overcast,espresso_smooth,Miso caramel latte,Espresso; miso caramel; and velvety oat milk.
happy|angry|tired,morning,St. Paul,MN,America/Chicago,68,mostly clear,sparkling_refresh,Sunrise espresso tonic,Double espresso; tonic; orange peel; and rosemary mist.
